Data supplied by UK-AIR on 3/6/2016
All Data GMT hour ending 
Status: R =Ratified P=Provisional,P*=As supplied
,,Cardiff Centre,,,,,,,,,,,,,,,,,,,,,,,
Date,time,"Carbon monoxide",status,unit,"PM<sub>10</sub> particulate matter (Hourly measured)",status,unit,"Nitric oxide",status,unit,"Nitrogen dioxide",status,unit,"Nitrogen oxides as nitrogen dioxide",status,unit,"Non-volatile PM<sub>10</sub> (Hourly measured)",status,unit,"Non-volatile PM<sub>2.5</sub> (Hourly measured)",status,unit,"Ozone",status,unit,"PM<sub>2.5</sub> particulate matter (Hourly measured)",status,unit,"Sulphur dioxide",status,unit,"Volatile PM<sub>10</sub> (Hourly measured)",status,unit,"Volatile PM<sub>2.5</sub> (Hourly measured)",status,unit,"Black carbon",status,unit,"UV Particulate Matter",status,unit
 
01-01-2015,01:00,0.095076,R,mgm-3,36.700,R,ugm-3 (TEOM FDMS),0.77374,R,ugm-3,11.65095,R,ugm-3,12.83734,R,ugm-3,31.900,R,ugm-3 (TEOM FDMS),24.300,R,ugm-3 (TEOM FDMS),51.15644,R,ugm-3,27.700,R,ugm-3 (TEOM FDMS),0.19159,R,ugm-3,4.800,R,ugm-3 (TEOM FDMS),3.400,R,ugm-3 (TEOM FDMS),,,,,,
01-01-2015,02:00,0.068106,R,mgm-3,20.000,R,ugm-3 (TEOM FDMS),0.62864,R,ugm-3,8.16255,R,ugm-3,9.12645,R,ugm-3,17.900,R,ugm-3 (TEOM FDMS),10.900,R,ugm-3 (TEOM FDMS),56.02928,R,ugm-3,12.100,R,ugm-3 (TEOM FDMS),0.09579,R,ugm-3,2.100,R,ugm-3 (TEOM FDMS),1.200,R,ugm-3 (TEOM FDMS),,,,,,
01-01-2015,03:00,0.076837,R,mgm-3,21.200,R,ugm-3 (TEOM FDMS),0.43531,R,ugm-3,8.96054,R,ugm-3,9.62800,R,ugm-3,17.900,R,ugm-3 (TEOM FDMS),10.300,R,ugm-3 (TEOM FDMS),51.58885,R,ugm-3,11.600,R,ugm-3 (TEOM FDMS),0.07184,R,ugm-3,3.300,R,ugm-3 (TEOM FDMS),1.300,R,ugm-3 (TEOM FDMS),,,,,,
01-01-2015,04:00,0.071016,R,mgm-3,18.600,R,ugm-3 (TEOM FDMS),0.61648,R,ugm-3,9.62896,R,ugm-3,10.57421,R,ugm-3,14.600,R,ugm-3 (TEOM FDMS),9.300,R,ugm-3 (TEOM FDMS),50.89035,R,ugm-3,10.900,R,ugm-3 (TEOM FDMS),0.00000,R,ugm-3,4.000,R,ugm-3 (TEOM FDMS),1.600,R,ugm-3 (TEOM FDMS),,,,,,
01-01-2015,05:00,0.061994,R,mgm-3,17.700,R,ugm-3 (TEOM FDMS),1.26944,R,ugm-3,11.63278,R,ugm-3,13.57923,R,ugm-3,13.700,R,ugm-3 (TEOM FDMS),7.600,R,ugm-3 (TEOM FDMS),50.14196,R,ugm-3,10.900,R,ugm-3 (TEOM FDMS),0.21553,R,ugm-3,4.000,R,ugm-3 (TEOM FDMS),3.300,R,ugm-3 (TEOM FDMS),,,,,,
01-01-2015,06:00,0.059374,R,mgm-3,15.700,R,ugm-3 (TEOM FDMS),1.26913,R,ugm-3,14.24956,R,ugm-3,16.19553,R,ugm-3,10.100,R,ugm-3 (TEOM FDMS),4.000,R,ugm-3 (TEOM FDMS),46.99874,R,ugm-3,7.000,R,ugm-3 (TEOM FDMS),0.35922,R,ugm-3,5.600,R,ugm-3 (TEOM FDMS),3.000,R,ugm-3 (TEOM FDMS),,,,,,
01-01-2015,07:00,0.047732,R,mgm-3,10.000,R,ugm-3 (TEOM FDMS),0.87030,R,ugm-3,9.62944,R,ugm-3,10.96388,R,ugm-3,6.900,R,ugm-3 (TEOM FDMS),3.700,R,ugm-3 (TEOM FDMS),52.48691,R,ugm-3,6.300,R,ugm-3 (TEOM FDMS),0.35922,R,ugm-3,3.100,R,ugm-3 (TEOM FDMS),2.600,R,ugm-3 (TEOM FDMS),,,,,,
01-01-2015,08:00,0.056464,R,mgm-3,12.400,R,ugm-3 (TEOM FDMS),0.79796,R,ugm-3,9.07242,R,ugm-3,10.29594,R,ugm-3,9.900,R,ugm-3 (TEOM FDMS),4.400,R,ugm-3 (TEOM FDMS),54.93164,R,ugm-3,5.000,R,ugm-3 (TEOM FDMS),0.28738,R,ugm-3,2.500,R,ugm-3 (TEOM FDMS),0.600,R,ugm-3 (TEOM FDMS),,,,,,
01-01-2015,09:00,0.038419,R,mgm-3,12.400,R,ugm-3 (TEOM FDMS),0.97913,R,ugm-3,14.63828,R,ugm-3,16.13959,R,ugm-3,10.100,R,ugm-3 (TEOM FDMS),4.900,R,ugm-3 (TEOM FDMS),46.15056,R,ugm-3,5.600,R,ugm-3 (TEOM FDMS),0.28738,R,ugm-3,2.300,R,ugm-3 (TEOM FDMS),0.700,R,ugm-3 (TEOM FDMS),,,,,,
